date_ymd,time_to_travel_grouping,length_of_stay_grouping,platform_country_code,adv_id,clicks,bookings,booking_rev_EURcent,cost_EURcent
20200731,15,8,TR,402,15,0,0,35
20200830,2,2,KR,90,2,0,0,32
20201017,0,8,AA,64,2,1,11795,68
20200427,8,1,BE,402,7,0,0,27
20201016,2,7,TW,90,3,0,0,0
20201010,0,2,ZZ,58,16,1,7275,1031
20200807,29,8,RS,56,5,0,0,13
20200509,41,3,RS,402,3,0,0,13
20200829,2,4,US,56,13,0,0,273
20200701,8,2,PL,56,44,0,0,78
20200908,0,7,NL,90,2,0,0,81
20201024,5,13,XX,90,5,0,0,0
20200828,2,1,MY,58,18,0,0,36
20200804,8,2,AE,56,22,0,0,175
20200623,41,2,TR,56,112,0,0,88
20201029,29,1,TW,58,2,0,0,16
20200918,2,7,NL,345,3,0,0,31
20200621,2,4,ZZ,56,5,0,0,135
20200919,301,7,US,151,2,0,0,132
20200906,8,1,VN,402,3,0,0,13
20200407,301,1,IE,58,5,0,0,4
20200730,8,1,BE,56,52,0,0,346
20200830,5,15,NL,402,2,0,0,18
20200820,2,4,GR,345,6,0,0,20
20201223,8,7,TR,64,3,0,0,15
20200908,29,1,PH,402,4,0,0,16
20200718,8,2,HU,64,3,0,0,15
20201105,2,1,TR,402,99,0,0,231
20200905,301,15,BE,345,2,0,0,18
20201102,41,3,BE,64,16,1,67431,264
20200922,15,1,BG,402,41,0,0,161
20200424,5,1,SE,56,6,0,0,20
20200706,0,8,ES,64,7,1,197600,320
20201207,15,13,US,56,3,0,0,153
20200831,5,7,PT,56,15,0,0,78
20201127,15,4,US,151,16,0,0,573
20201001,8,15,ES,64,9,0,0,270
20200618,15,3,XX,402,90,4,113016,2808
20200908,8,1,UY,402,24,0,0,94
20201127,5,1,HU,402,6,0,0,15
20200530,8,1,YY,56,186,0,0,2256
20201005,41,2,ZZ,56,199,21,582746,3290
20200825,5,8,ES,402,22,0,0,310
20200831,15,7,US,58,37,0,0,2404
20200618,2,1,BE,58,72,2,36863,900
20201224,41,8,IN,56,7,0,0,144
20201027,8,15,YY,345,12,0,0,342
20201111,5,3,TR,332,215,1,7272,1991
20201017,29,1,YY,402,5,0,0,22
20200407,41,15,XX,402,17,0,0,416
20201130,41,3,NL,64,2,0,0,63
20200529,0,3,NO,90,2,0,0,46
20200809,8,3,US,64,614,36,1697373,65301
20200728,2,2,TW,56,49,0,0,317
20201221,15,7,YY,90,5,0,0,0
20200919,8,1,IE,58,9,0,0,63
20201111,15,7,US,64,26,0,0,2290
20200723,2,4,CZ,56,12,0,0,22
20200616,15,2,BE,56,20,0,0,103
20201026,2,2,BE,64,2,0,0,46
20200919,2,3,NL,64,17,1,8195,674
20201002,0,4,SE,64,10,2,104659,1744
20201201,15,15,YY,345,12,0,0,328
20200704,301,4,TR,64,17,0,0,31
20200430,41,2,TR,332,230,1,51628,877
20200505,15,8,US,402,4,0,0,76
20200420,41,1,TW,402,2,0,0,6
20200925,41,7,ES,64,28,0,0,536
20200604,41,8,AR,56,5,0,0,42
20200616,15,2,GR,402,48,1,21379,113
20200720,0,4,TR,64,418,2,53284,2402
20200427,41,4,TR,402,110,1,53204,258
20201002,2,4,XX,58,248,5,300644,20008
20201228,15,4,PE,64,7,0,0,78
20201020,29,7,AE,56,2,0,0,27
20200816,5,7,RS,56,3,0,0,6
20200608,2,2,US,90,12,1,12741,107
20201109,29,2,US,58,367,9,237067,19687
20200509,5,3,US,402,7,0,0,91
20200805,5,3,BG,58,7,0,0,10
20201103,41,4,YY,345,190,0,0,4681
20200520,41,3,AR,345,7,0,0,21
20200518,0,3,US,64,177,30,883361,32538
20200821,8,1,IN,56,426,0,0,1351
20201107,8,3,FI,64,5,0,0,295
20201023,2,8,TR,64,5,0,0,71
20201030,2,1,KR,90,26,1,9433,461
20200523,29,3,XX,56,2,0,0,3
20200916,301,8,AA,64,2,0,0,3
20200910,41,13,NL,56,2,0,0,41
20200730,8,4,FI,64,8,1,52276,580
20200628,29,7,GR,56,17,0,0,31
20200829,5,1,TR,139,875,11,34609,2376
20201231,8,1,XX,90,20,0,0,0
20200813,41,7,ES,345,15,0,0,175
20201226,29,4,YY,56,29,1,24009,1089
20201226,2,1,BE,64,6,0,0,32
20200828,5,3,YY,345,3,0,0,42
20201013,5,1,DK,56,32,1,13476,1026
20201220,15,3,TR,64,136,0,0,677
20200806,29,8,US,7,4,0,0,292
20200415,15,1,YY,56,27,0,0,75
20200520,5,3,PT,402,5,0,0,19
20200405,5,1,PT,90,4,0,0,3
20200725,0,1,YY,90,267,18,176094,7837
20200826,15,4,NL,402,19,1,36393,168
20200722,8,2,NO,56,5,0,0,18
20200727,8,1,XX,56,244,0,0,798
20200416,301,1,US,64,2,0,0,2
20201208,8,1,ES,56,264,1,5707,1552
20200405,41,13,YY,56,7,0,0,47
20201013,8,3,MY,56,17,1,15337,240
20200927,0,2,HK,56,24,3,24596,219
20200902,5,3,ZZ,90,10,0,0,394
20200426,301,4,XX,56,2,0,0,3
20200419,41,4,GR,58,24,0,0,67
20200819,41,3,ID,56,13,0,0,108
20201120,0,1,YY,90,232,22,252340,13108
20200903,8,2,MY,402,92,0,0,358
20201212,0,4,TH,56,2,1,80389,55
20200916,8,2,GR,56,17,0,0,59
20200424,5,1,HU,402,7,0,0,30
20200706,29,3,RO,402,20,0,0,80
20200813,0,3,ES,402,25,2,68098,141
20200819,5,1,GR,345,12,0,0,9
20200706,8,2,UY,56,2,0,0,3
20200819,5,3,IN,58,2,0,0,8
20201019,41,8,PE,345,2,0,0,9
20201221,41,3,AR,64,5,0,0,38
20200713,41,15,SE,345,8,0,0,78
20200829,8,4,AA,402,10,0,0,38
20200530,29,3,ES,402,7,1,15062,22
20200410,2,4,TW,56,2,0,0,49
20201007,15,3,AE,56,4,0,0,128
20200428,15,4,GR,56,2,0,0,2
20200518,8,1,HU,64,3,0,0,2
20200714,15,7,AA,402,2,0,0,11
20201208,15,2,IE,345,5,0,0,32
20200716,29,1,AR,56,48,0,0,272
20200914,29,2,AT,56,7,0,0,107
20200525,15,15,US,402,15,1,363211,350
20200722,41,4,BE,58,13,0,0,161
20200730,15,2,PT,345,24,0,0,40
20201102,301,1,CH,64,5,0,0,72
20200823,2,13,TR,64,7,0,0,91
20200502,15,1,MY,56,62,0,0,68
20200918,5,1,GR,58,6,0,0,11
20200622,301,3,US,345,4,0,0,78
20200515,41,4,US,7,211,7,643679,15632
20201112,41,7,ZZ,56,5,0,0,216
20200629,29,7,BE,64,2,0,0,19
20200824,15,2,ES,64,825,5,91059,15184
20200421,29,1,ES,64,9,0,0,7
20200613,5,1,HK,56,91,0,0,1747
20201231,15,2,XX,58,3,0,0,60
20200827,5,7,RO,402,2,0,0,8
20200601,2,1,IN,402,3,0,0,8
20200510,8,4,TR,402,11,0,0,26
20201129,2,3,YY,90,13,0,0,0
20200727,0,8,GR,402,2,0,0,16
20201107,5,1,ZA,56,74,2,12479,711
20200520,41,3,KR,58,2,0,0,25
20200924,5,15,ZZ,90,2,1,48889,127
20200821,8,4,CH,402,4,0,0,46
20200823,0,2,ID,56,13,0,0,121
20200901,5,2,RO,56,10,0,0,30
20201012,29,1,US,7,12,1,23547,361
20201001,0,3,TW,56,2,0,0,41
20200624,29,2,BE,345,5,0,0,11
20201019,2,3,ES,90,15,0,0,0
20200528,5,7,IN,56,3,0,0,5
20201005,15,4,PT,56,7,0,0,42
20200813,0,7,ES,345,22,0,0,167
20200824,2,13,XX,58,5,0,0,153
20201028,5,1,MY,90,58,0,0,665
20201013,15,15,AE,56,12,0,0,272
20200901,29,7,TR,139,19,0,0,108
20201226,41,7,US,64,22,1,27140,795
20201121,0,2,TR,332,150,10,75788,5055
20201203,41,3,ES,90,4,0,0,0
20200512,15,1,IN,64,5,0,0,4
20200414,2,2,AA,56,2,0,0,13
20200414,41,7,PL,402,19,0,0,75
20200722,0,4,BE,58,4,0,0,57
20200807,5,1,NO,90,6,0,0,10
20200809,2,2,SK,402,2,0,0,8
20200501,41,1,GR,402,37,0,0,88
20201124,15,8,IL,56,3,0,0,36
20200627,41,3,US,151,60,0,0,1974
20201202,15,3,NL,64,24,1,26310,604
20200825,29,1,BG,64,19,0,0,15
20201211,29,3,PT,56,2,0,0,22
20201107,2,2,CH,64,4,0,0,183
20200729,29,3,IE,56,5,0,0,13
20200908,8,1,NL,345,23,0,0,85
20200831,15,2,XX,58,938,17,426249,37568
20201027,41,3,PT,64,15,1,49372,252
20200508,15,1,AR,58,2,0,0,11
20200621,2,3,AA,56,2,0,0,7
20200609,8,1,EC,58,2,0,0,3
20201222,41,3,US,151,20,0,0,715
20200619,0,2,TH,58,8,0,0,61
20200915,41,2,SI,56,7,0,0,19
20201107,15,3,XX,64,9,0,0,185
20200921,2,2,NL,56,17,1,38372,245
20200908,29,1,PT,402,3,0,0,17
20200930,41,8,HK,58,2,0,0,62
20200929,8,1,CL,56,38,1,2420,256
20201126,5,1,PE,345,5,0,0,7
20201227,5,15,ID,90,2,0,0,0
20200518,2,1,AE,56,28,0,0,337
20201107,301,3,XX,64,5,0,0,67
20200827,15,4,NL,64,4,0,0,152
20200531,41,7,AT,402,3,0,0,27
20200901,41,8,IE,56,5,0,0,55
20201119,41,4,IN,56,195,2,58914,2033
20200814,29,3,ES,345,7,0,0,35
20200730,2,15,GR,345,5,0,0,11
20200923,41,15,US,56,15,0,0,412
20201004,8,4,EC,58,2,0,0,42
20201115,2,1,IL,56,7,2,48690,110
20201111,41,15,GR,56,2,0,0,17
20201002,29,8,IN,58,2,0,0,8
20200410,0,1,AA,402,2,0,0,11
20200530,8,15,TR,402,4,0,0,10
20201106,301,1,YY,56,9,0,0,145
20201012,41,1,NL,58,86,0,0,1632
20200610,5,4,XX,58,92,3,139410,2878
20200629,2,4,XX,345,12,1,19111,143
20200408,8,1,BG,402,11,0,0,44
20201227,29,3,ZZ,58,2,0,0,52
20200809,5,4,IL,64,11,0,0,91
20200925,2,8,DK,64,15,0,0,1772
20200506,15,1,TR,64,126,1,2968,98
20200903,15,3,ZA,56,37,0,0,270
20200828,41,3,XX,64,69,1,29620,2061
20201018,41,2,US,56,235,12,291913,8906
20200531,0,15,TR,139,7,0,0,35
20200904,2,1,IE,90,8,0,0,13
20200408,29,2,ZA,402,2,0,0,11
20200421,8,3,PH,402,7,0,0,27
20200806,5,1,ZZ,402,53,0,0,208
20201225,8,1,PE,64,20,0,0,31
20200519,41,3,GR,345,8,0,0,19
20200916,301,15,ES,345,2,0,0,26
20201116,8,1,BG,56,285,1,4145,853
20200629,41,4,YY,345,63,5,684845,1183
20200714,15,13,BE,345,13,0,0,50
20200709,5,1,TW,90,397,5,57687,5065
20200704,29,13,XX,58,17,0,0,510
20200420,29,1,IL,56,7,0,0,21
20200729,5,3,HR,56,10,0,0,15
20201007,0,3,KR,64,3,1,16962,379
20200530,8,1,PL,90,3,0,0,2
20201111,41,2,ES,64,41,1,11210,378
20201114,2,1,ES,64,87,1,11981,1596
20200805,0,7,PL,56,6,0,0,12
20201008,2,1,FI,56,8,0,0,211
20201010,29,3,XX,402,2,0,0,43
20200501,15,1,HR,64,2,0,0,2
20200821,15,7,PL,56,4,0,0,33
20200913,2,2,NL,64,32,0,0,1252
20200721,41,7,HU,56,6,0,0,13
20200526,2,1,AE,64,5,0,0,21
20200614,15,1,RO,402,10,0,0,41
20201007,29,4,IN,56,32,1,4096,286
20200507,29,4,BE,402,3,0,0,13
20200805,5,1,PL,64,10,0,0,35
20201003,8,1,CH,58,4,0,0,62
20201109,15,1,RO,56,47,0,0,217
20200906,15,2,SI,402,8,0,0,33
20201125,301,4,US,151,7,0,0,258
20200611,29,3,PL,56,2,0,0,2
20200711,41,7,PT,56,10,0,0,42
20201023,5,3,US,7,33,5,132570,4876
20201209,29,4,CL,64,2,0,0,120
20200809,8,4,HU,58,27,0,0,34
20200515,29,1,NO,402,5,0,0,44
20201021,8,2,IL,402,5,0,0,22
20201221,8,3,ZA,56,10,1,34599,103
20200521,2,7,PT,402,8,0,0,33
20200525,15,2,PL,56,25,0,0,27
20200717,8,2,VN,402,4,0,0,16
20201206,2,3,US,56,17,0,0,407
20200930,15,4,FI,64,2,0,0,113
20201101,8,3,KR,64,2,0,0,120
20200709,8,1,AT,56,10,0,0,48
20200919,8,7,TR,139,13,0,0,80
20201115,5,4,MY,56,2,0,0,33
20200511,15,4,TW,56,5,0,0,16
20200904,301,3,KR,56,10,0,0,203
20200716,15,7,CZ,56,6,0,0,14
20200402,2,2,SK,56,2,0,0,8
20200822,41,8,AA,345,2,0,0,12
20201003,41,1,NL,56,105,3,28551,1686
20200709,301,8,DK,64,4,0,0,107
20201014,5,1,GR,56,14,0,0,71
20200923,2,13,US,402,2,0,0,15
20200420,15,15,IN,56,2,0,0,4
20200820,8,7,TR,402,12,0,0,30
20200711,5,3,XX,402,33,1,33787,978
20201215,29,2,YY,64,6,1,30544,320
20200606,2,1,EC,56,5,0,0,34
20200706,15,13,US,64,30,0,0,1684
20200913,15,3,BE,345,2,0,0,8
20201229,41,1,PT,64,5,0,0,42
20200928,5,2,YY,90,197,3,93120,8065
20200829,8,1,IN,64,44,1,25776,57
20201026,15,2,SE,56,2,0,0,43
20200701,8,2,ZZ,56,52,0,0,835
20200731,29,1,TH,58,24,0,0,27
20200614,15,2,MY,58,2,0,0,3
20201116,41,1,VN,56,10,0,0,202
20201127,0,13,US,64,7,1,49627,2731
20200525,29,13,AA,402,2,0,0,13
20200411,0,1,AA,64,2,1,2120,1
20200718,0,1,FI,402,22,2,20757,675
20200824,15,2,TR,56,112,0,0,262
20200922,15,4,ZZ,90,2,0,0,140
20200621,41,1,AA,402,2,0,0,8
20201102,8,1,PE,56,135,1,1796,542
20200826,2,3,RO,402,3,0,0,13
20201024,301,13,XX,56,3,0,0,42
20200701,41,2,US,151,29,0,0,508
20200613,41,2,ES,56,40,0,0,41
20201122,8,7,YY,345,4,0,0,71
20200513,41,7,XX,402,86,1,43700,959
20201218,2,1,ID,64,5,0,0,3
20201203,2,2,CL,64,3,1,10806,161
20200718,29,2,US,7,96,6,156981,5883
20201008,15,3,ZA,64,23,0,0,476
20201023,15,2,ZZ,56,84,21,194377,1965
20201117,15,4,TR,90,29,0,0,0
20201122,5,1,SK,56,17,1,3756,212
20200820,8,3,TW,56,5,0,0,46
20201127,0,1,HK,64,20,3,24312,961
20201101,0,4,TR,90,37,1,14275,697
20201226,5,3,MY,90,35,0,0,0
20200912,2,2,NL,402,95,0,0,147
20201219,8,1,EC,64,8,0,0,20
20200830,5,4,BE,402,22,0,0,186
20200908,0,4,US,7,27,3,130774,7568
20200502,29,1,US,402,21,0,0,226
20200822,8,4,HU,56,2,0,0,13
20200702,8,1,PE,56,27,0,0,71
20200516,0,1,NL,58,59,1,8409,1868
20200405,0,7,ZZ,56,2,0,0,78
20200824,15,1,PH,58,6,0,0,7
20200824,301,4,UY,345,2,0,0,6
20200919,8,1,YY,64,2,0,0,12
20200919,0,2,HK,64,4,0,0,144
20200724,8,1,MY,58,36,0,0,39
20200905,8,1,VN,64,5,0,0,9
20200802,2,3,SI,90,3,0,0,2
20200704,5,7,ZZ,64,2,1,90328,92
20200401,8,3,ZZ,56,12,0,0,83
20200812,8,2,TW,402,25,0,0,60
20200629,8,1,YY,345,33,1,8426,201
20201104,15,1,HU,402,4,0,0,10
20200502,5,8,US,7,6,0,0,647
20200617,15,2,GR,58,9,0,0,11
20201130,29,8,PL,56,2,0,0,31
20201022,29,2,MY,64,2,0,0,8
20200620,29,4,US,7,295,10,719131,30212
20200623,2,2,HK,90,7,0,0,138
20201006,41,2,AE,56,13,0,0,260
20201223,0,1,YY,58,57,5,50265,3922
20201208,8,2,YY,64,6,0,0,158
20200816,2,1,ID,58,2,0,0,2
20200703,15,7,FI,56,2,0,0,8
20200729,29,3,NO,64,10,1,42060,596
20200705,0,2,TR,332,257,5,49208,1165
20201005,29,2,BE,64,7,0,0,128
20201206,8,4,AE,64,5,0,0,121
20201026,15,4,XX,345,27,0,0,623
20200411,5,7,YY,402,2,0,0,32
20200719,15,7,RS,56,4,0,0,6
20200701,41,13,NO,64,6,0,0,237
20201205,0,1,PL,64,3,1,3299,26
20201117,41,1,PH,56,62,0,0,577
20201020,0,3,TW,56,2,1,5789,31
20200718,8,4,FI,402,2,0,0,93
20201111,2,2,AA,56,5,0,0,44
20201112,301,3,ID,56,2,1,1539,37
20200703,5,3,PT,345,2,0,0,5
20200731,8,2,RS,56,4,0,0,6
20201214,29,7,YY,345,22,1,181015,457
20200813,15,8,NL,56,2,0,0,20
20201111,29,2,KR,56,4,1,8803,98
20201220,2,8,ZZ,56,2,0,0,80
20201008,41,3,ZZ,58,22,0,0,1152
20201010,5,1,GR,56,12,1,11602,73
20201028,2,15,ES,402,5,0,0,77
20201021,15,4,CH,64,9,0,0,857
20200805,2,4,ZA,64,4,0,0,233
20200725,29,3,IE,64,2,0,0,116
20200616,29,1,EC,56,14,0,0,33
20200511,8,3,IN,56,10,0,0,15
20201201,15,13,US,56,7,0,0,258
20200908,29,7,DK,345,3,0,0,106
20200627,2,2,TW,90,6,0,0,69
20200912,29,3,TR,64,10,0,0,9
20201115,0,2,TR,64,171,5,109223,3211
20201011,41,7,ES,58,30,0,0,390
20200607,15,2,BG,56,2,0,0,3
20200802,5,7,NL,345,30,0,0,287
20201007,8,3,US,151,20,0,0,1202
20200531,29,1,AA,402,4,0,0,16
20200818,0,4,BG,56,5,0,0,11
20201014,301,13,YY,345,6,0,0,114
20200912,2,7,NL,345,8,0,0,56
20201103,29,15,ES,345,3,0,0,30
20200607,41,15,PT,345,5,0,0,24
20200725,29,4,ZA,56,2,0,0,18
20200605,29,7,NL,56,2,0,0,3
20200612,2,1,TR,56,362,0,0,393
20200802,8,2,AE,56,34,0,0,454
20200804,0,1,SE,64,886,103,1385732,60849
20200715,8,2,AA,402,9,0,0,36
20200618,8,3,US,64,12,3,96589,1112
20201117,301,3,US,151,5,0,0,139
20200926,41,2,PL,64,40,0,0,448
20200901,2,1,ZA,58,3,0,0,2
20201117,41,4,EC,64,20,0,0,216
20200527,5,4,US,402,7,1,27560,82
20201017,5,2,ZZ,90,18,1,3846,187
20200502,5,1,YY,345,7,0,0,14
20201004,2,2,ID,90,2,0,0,17
20200808,301,8,TR,332,4,0,0,22
20200719,5,1,KR,90,57,0,0,1056
20200907,5,7,YY,345,3,0,0,43
20200818,2,3,TW,90,2,0,0,28
20200717,15,4,AT,402,14,0,0,213
20201101,0,1,CH,58,27,1,46312,1615
20200815,2,7,TR,332,42,0,0,260
20200720,0,8,DK,402,2,0,0,96
20200704,15,8,DK,402,2,0,0,130
20200504,41,8,PL,402,21,0,0,133
20200403,5,1,PL,64,3,0,0,2
20200906,15,7,ES,402,11,0,0,63
20200918,2,4,ES,64,74,0,0,4183
20200519,15,15,TR,139,5,0,0,16
20201226,0,1,ZA,90,8,0,0,0
20201011,2,1,US,56,117,7,62933,3724
20200710,301,4,TR,64,30,0,0,48
20201113,15,1,HK,90,39,0,0,240
20201114,0,1,AA,56,75,8,45546,880
20200707,8,1,ES,56,111,0,0,304
20201220,41,4,YY,345,60,1,55975,3297
20200525,41,1,EC,58,2,0,0,3
20200429,41,8,XX,402,45,0,0,808
20200924,41,3,KR,56,5,0,0,74
20200606,41,1,ZZ,56,338,0,0,1587
20201027,29,1,US,64,112,5,70629,3773
20200814,2,4,ZZ,56,37,0,0,778
20200714,41,1,FI,402,2,0,0,143
20201030,5,1,YY,345,16,0,0,96
20200621,2,2,SE,402,17,1,27082,716
20200803,5,3,NL,64,5,0,0,126
20200809,5,1,TW,56,1043,0,0,10188
20200709,29,13,HR,402,6,0,0,40
20200520,8,3,MY,402,4,0,0,16
20201108,41,7,AT,345,20,0,0,179
20201210,15,1,KR,64,22,1,20903,300
20200815,301,3,BE,56,2,0,0,17
20201101,8,1,NL,56,255,2,30282,3134
20200915,5,2,IE,56,3,1,42748,34
20201125,41,2,EC,64,11,0,0,77
20200721,15,13,PL,64,2,0,0,1
20201004,5,2,US,90,30,1,26813,797
20200905,5,8,HK,56,7,0,0,66
20201210,5,1,BG,345,2,0,0,6
20201012,29,2,BE,56,5,0,0,46
20200829,41,1,NO,58,3,0,0,106
20200706,5,4,DK,90,3,0,0,18
20200510,41,3,CZ,402,4,0,0,16
20200526,5,15,PH,56,3,0,0,5
20201106,2,8,US,58,2,0,0,381
20200705,29,7,NL,56,6,0,0,24
20200525,301,7,US,151,11,0,0,565
20200706,29,2,SE,64,80,1,25178,3366
20200906,29,1,SK,56,23,0,0,71
20200628,41,15,FI,345,5,0,0,32
20200525,5,15,YY,402,4,0,0,100
20200729,15,7,UY,402,2,0,0,11
20200831,2,2,SK,64,8,0,0,72
20201225,2,13,NL,90,2,0,0,0
20200903,8,1,HK,90,71,1,7524,900
20200901,5,4,PL,64,45,0,0,752
20201104,15,3,MY,56,25,1,5201,427
20200716,301,4,AR,56,3,0,0,17
20201116,5,1,FI,402,13,1,5838,42
20200709,41,4,BE,58,29,0,0,383
20200721,15,3,IN,56,6,0,0,13
20200730,29,7,PT,345,30,0,0,92
20200810,15,7,SI,402,17,0,0,66
20200905,301,7,AR,56,7,0,0,105
20200715,2,3,ZZ,56,8,0,0,91
20200813,0,7,US,64,77,5,232902,18008
20201104,2,3,KR,90,3,0,0,0
20200511,41,15,NO,402,6,0,0,88
20200618,8,2,TW,64,27,0,0,154
20200826,29,1,NL,402,7,0,0,71
20200908,15,13,TR,332,3,0,0,21
20201225,41,1,CZ,56,9,0,0,209
20200420,8,1,MY,56,21,0,0,42
20201021,2,3,NL,64,5,0,0,128
20200906,29,3,IL,56,10,0,0,124
20200826,41,7,PL,64,11,0,0,97
20200707,41,4,AR,58,3,0,0,5
20200717,29,8,TR,139,46,0,0,212
20200730,301,13,TR,139,2,0,0,12
20200915,41,7,MY,58,2,0,0,11
20200918,41,15,HK,56,2,0,0,20
20200623,29,4,RO,56,2,0,0,2
20201123,5,1,US,7,112,8,86980,8750
20200806,41,2,AR,64,28,0,0,326
20200531,8,2,IL,56,33,0,0,292
20201006,15,4,AA,56,7,0,0,80
20200826,15,7,FI,64,2,0,0,73
20201127,41,13,US,58,13,0,0,341
20201208,8,15,AA,64,6,0,0,313
20201223,2,3,CH,56,4,0,0,72
20201106,29,4,PT,64,2,0,0,71
20200619,8,15,US,56,5,0,0,150
20200805,8,4,RS,58,3,1,8476,13
20200611,2,1,DK,402,5,0,0,22
20201126,5,15,IL,402,2,0,0,16
20201022,8,1,YY,402,53,2,57130,206
20201109,41,1,NO,64,2,0,0,87
20201026,0,8,TR,139,27,1,11545,458
20200502,2,4,TR,332,12,0,0,40
20200524,2,1,ZZ,402,10,1,5501,41
20200613,41,2,BE,64,2,0,0,1
20201206,0,2,PE,64,10,1,1499,202
20200429,15,4,TR,64,3,0,0,2
20201004,2,7,AA,58,4,0,0,215
20200923,15,15,TR,139,5,0,0,28
20200702,41,4,TR,332,1361,2,65754,6388
20200717,15,15,TR,332,17,0,0,90
20201212,2,1,NL,64,22,0,0,455
20200811,8,7,IL,56,2,0,0,33
20200709,0,4,ES,56,12,0,0,33
20200928,41,1,XX,64,12,0,0,159
20201015,5,1,BE,58,15,0,0,419
20200710,41,8,XX,402,25,1,89530,1018
20200622,29,8,IE,402,5,0,0,117
20200621,0,1,PL,90,3,0,0,7
20201108,15,2,MY,56,69,1,14393,1288
20200721,5,1,HU,58,7,0,0,12
20200501,301,1,XX,64,8,1,8698,6
20200418,8,2,HU,402,2,0,0,8
20200429,41,4,AR,402,18,0,0,72
20200417,41,7,HU,58,4,0,0,5
20200701,301,2,DK,56,2,0,0,32
20200701,15,1,YY,64,6,0,0,194
20201218,5,1,TW,64,15,0,0,105
20200704,301,7,YY,64,2,1,66684,26
20200809,15,1,NL,345,9,0,0,28
20201224,41,7,ZZ,64,2,0,0,62
20200930,2,1,IE,58,35,1,3862,1185
20200613,15,13,YY,56,2,0,0,55
20200429,41,4,XX,56,17,0,0,36
20200608,41,3,GR,56,2,0,0,2
20200402,301,13,YY,56,2,0,0,15
20201217,5,3,XX,90,4,0,0,0
20200422,0,1,US,402,10,0,0,119
20201117,2,1,TH,402,16,0,0,63
20200825,2,2,VN,56,15,0,0,272
20201216,15,2,ID,56,57,1,13356,477
20201104,8,2,ES,345,2,0,0,33
20200902,8,3,ID,56,4,0,0,42
20200924,15,2,ZA,64,5,1,83377,22
20200827,15,2,DK,402,23,0,0,387
20200504,41,13,ES,58,2,0,0,11
20200908,15,1,NL,58,608,8,132059,13412
20200706,29,1,BE,58,135,5,68670,1451
20201021,15,1,TR,90,40,0,0,0
20201130,8,1,XX,58,40,0,0,943
20200919,8,1,YY,58,109,2,26590,4401
20200701,29,2,KR,402,2,0,0,8
20200712,2,4,SE,64,65,0,0,6184
20200519,0,4,US,90,10,1,19606,322
20200718,29,3,IE,56,3,0,0,11
20200626,41,1,IE,64,28,6,117538,311
20200921,2,7,YY,402,5,0,0,19
20201011,5,3,SE,64,9,1,3458,635
20200627,0,1,IE,402,2,1,5348,64
20200711,0,1,KR,402,3,0,0,13
20200803,41,15,AT,64,5,0,0,212
20200527,0,2,HK,64,9,0,0,175
20200717,15,4,XX,64,21,0,0,338
20200725,2,4,PT,64,5,0,0,62
20200830,29,4,CZ,56,2,0,0,27
20200604,8,13,XX,402,5,0,0,158
20200402,41,15,GR,58,5,0,0,3
20200511,2,13,YY,64,4,0,0,375
20200826,8,4,RS,56,5,0,0,11
20201227,29,1,NL,64,2,0,0,15
20200930,8,4,XX,58,264,5,189795,13013
20201002,8,2,BE,58,5,1,11000,136
20200831,5,2,IN,56,94,0,0,356
20201219,8,3,TR,139,455,1,7090,2553
20200702,41,13,PT,402,3,0,0,49
20201220,15,3,ID,56,2,0,0,9
20200716,41,4,IL,56,2,0,0,44
20200501,0,1,TR,56,4,0,0,5
20200408,2,1,XX,56,2,0,0,5
20200518,41,7,ES,402,6,1,207827,20
20201002,29,7,BE,345,5,0,0,26
20201112,2,8,ZZ,56,2,1,13713,31
20200926,8,3,XX,58,134,1,26727,7056
20200707,15,4,IL,58,4,0,0,3
20201022,301,7,AR,64,2,0,0,15
20200720,15,8,GR,402,91,0,0,506
20200629,15,2,BE,64,2,0,0,49
20200702,41,8,NL,58,22,0,0,216
20200714,15,4,ES,58,5,0,0,12
20200911,29,1,IE,56,59,0,0,728
20200821,29,2,TW,56,34,0,0,318
20200629,29,8,RO,56,10,0,0,16
20200909,2,2,IN,56,182,14,168300,1368
20201104,41,4,PT,345,2,0,0,15
20200929,8,3,IN,64,58,1,12446,775
20201127,15,7,CZ,402,3,0,0,13
20200612,41,2,GR,56,20,0,0,17
20200902,8,3,BE,64,8,0,0,136
20200505,2,2,IL,56,11,0,0,86
20201010,5,3,CH,64,5,0,0,310
20200527,5,8,US,56,2,0,0,17
20201226,15,3,AR,56,35,4,63005,443
20201110,41,15,TR,64,2,1,106999,12
20200915,15,4,VN,56,2,0,0,54
20200628,41,4,TR,332,2074,1,38286,7870
20201008,8,4,ES,90,5,0,0,91
20200922,2,4,BE,64,2,0,0,227
20200727,5,7,PL,58,7,0,0,10
20201213,29,1,ES,56,141,0,0,692
20201015,41,7,TR,56,8,0,0,45
20200915,5,3,TW,90,3,0,0,85
20200811,41,4,NL,58,65,0,0,1827
20200701,15,1,NO,56,34,0,0,273
20200712,29,7,NL,402,16,0,0,435
20201018,2,4,TR,56,2,0,0,16
20201103,29,3,ZA,56,22,1,19731,317
20201129,8,1,MY,56,706,19,71958,17328
20201015,8,3,NL,90,3,0,0,0
20200819,2,15,PH,56,3,0,0,27
20201023,5,1,ES,64,80,0,0,688
20200815,2,1,DK,56,7,0,0,75
20200708,8,2,YY,402,62,0,0,2758
